model,scenario,region,variable,unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_excl_short-cycle_org_C|Solvents,Mt CO2/yr,195.79086,199.2053,186.75728,187.94096,188.90985,190.77223,189.61618,185.07979,180.58325,173.05618,173.96368,170.22385,171.224,173.02164,174.07724,173.86101,174.72964,175.78053,176.95346,178.59506,172.59793,178.40149,178.73996,179.09334,179.95341,179.84537
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_short-cycle_org_C|Solvents,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|N2O|Solvents,Mt N2O/yr,0.080897965,0.08080515,0.08070247,0.08060709,0.08054318,0.0805271,0.08100557,0.081533,0.08208516,0.082627736,0.08313575,0.08436034,0.085554436,0.08672192,0.08787168,0.089009956,0.090134926,0.09124338,0.09233522,0.09345788,0.08012038,0.0978597,0.0986966,0.09956043,0.100726835,0.10137071
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NH3|Solvents,Mt NH3/yr,6.6230765e-05,7.33429e-05,7.449775e-05,9.870735e-05,0.00015871804,0.0001174415,0.000106994536,0.000147629,0.00016758447,0.00013601441,0.00012808102,0.00014813144,0.00013831336,0.00013532604,0.00012363643,0.00011005784,0.0001108922,0.000111734094,0.00011258411,0.0001128593,0.000110121226,0.000113429924,0.00011372571,0.00011402872,0.00011465244,0.00011465729
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NMVOC|Solvents,Mt NMVOC/yr,20.890606,21.173824,21.42148,21.78361,21.966637,22.262524,22.837326,23.252708,23.612408,23.835325,24.393452,24.783096,25.23507,25.643967,26.051626,26.38865,26.776245,27.181135,27.59909,27.693966,25.286255,27.88639,27.983957,28.082436,28.259052,28.282177
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NOx|Solvents,Mt NO/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|OC|Solvents,Mt OC/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|SO2|Solvents,Mt SO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|BC|Solid waste and waste water,Mt BC/yr,0.009787282,0.010061455,0.009195258,0.010014875,0.009047145,0.008372003,0.00951389,0.010094189,0.01031303,0.011157691,0.011754137,0.012434192,0.011516952,0.012682,0.011361932,0.012342929,0.013462847,0.012304442,0.013582258,0.013582258,0.0136194695,0.013582258,0.013582258,0.013582258,0.0136194695,0.013582258
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CH4|Solid waste and waste water,Mt CH4/yr,62.89125,62.66367,63.227783,64.28601,65.50948,66.10272,67.841965,68.93569,69.82927,69.941666,70.605644,71.88503,73.03373,74.18201,75.4831,76.84189,78.22438,79.45948,80.85027,81.194016,81.764046,81.890175,82.24267,82.59812,83.18386,83.31807
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO|Solid waste and waste water,Mt CO/yr,0.072530665,0.07740603,0.06816862,0.079260014,0.07027919,0.0642702,0.07286249,0.073284075,0.07156219,0.076756015,0.07843732,0.081980266,0.06881315,0.09126065,0.07319752,0.08359548,0.081238106,0.07856522,0.078909636,0.07873674,0.079040445,0.07891357,0.07900403,0.079095855,0.07940606,0.07928373
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2|Solid waste and waste water,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_excl_short-cycle_org_C|Solid waste and waste water,Mt CO2/yr,14.447962,14.861792,14.096823,15.420238,14.529258,13.90151,14.659787,14.941743,15.523666,14.949391,15.728819,16.055063,15.629539,17.58181,16.002115,16.963873,17.138607,16.988455,17.393982,17.202673,17.115822,17.15105,17.171947,17.192896,17.261057,17.234945
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_short-cycle_org_C|Solid waste and waste water,Mt CO2/yr,11.595986,10.93716,9.987299,9.408446,9.081879,8.822531,8.908329,8.851897,8.287203,8.25818,7.922495,8.243026,8.100603,8.386383,7.797217,8.199661,6.531387,6.1703596,7.1957817,7.0321875,7.0676565,6.8710318,6.8811393,6.8912654,6.9203186,6.9115767
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|N2O|Solid waste and waste water,Mt N2O/yr,0.30539495,0.30899152,0.3124943,0.3181609,0.32276565,0.32776323,0.33422554,0.34342605,0.35124984,0.35810748,0.36523846,0.3728626,0.38049996,0.38984376,0.39467436,0.4014355,0.40758383,0.41455477,0.41931665,0.4253441,0.43155712,0.43759945,0.43967196,0.4417615,0.44508433,0.44599232
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NH3|Solid waste and waste water,Mt NH3/yr,0.11775145,0.11929402,0.11837632,0.11759892,0.11839281,0.12152222,0.12993184,0.1296077,0.12997131,0.13151488,0.13483681,0.13782328,0.1398149,0.14398584,0.14328986,0.14643767,0.14772533,0.14938186,0.15094186,0.15097032,0.15142496,0.15106447,0.15112998,0.15120767,0.151712,0.15139934
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NMVOC|Solid waste and waste water,Mt NMVOC/yr,2.5398686,2.5428019,2.4969995,2.444686,2.4582813,2.545292,2.7723746,2.7328622,2.7222114,2.7408044,2.828009,2.8851016,2.9127567,2.9863994,2.9774938,3.0441628,3.0832093,3.1218386,3.1579342,3.1574414,3.1660132,3.157706,3.1584804,3.1596954,3.170024,3.1634939
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NOx|Solid waste and waste water,Mt NO/yr,0.062483937,0.06303707,0.058021676,0.05969827,0.05692049,0.054005075,0.058217924,0.059068892,0.05952151,0.06122639,0.0625239,0.06597296,0.06513226,0.072235994,0.067005575,0.07074809,0.06738573,0.066616096,0.06776796,0.067782275,0.06798273,0.067812115,0.06782764,0.06784358,0.068045825,0.06787663
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|OC|Solid waste and waste water,Mt OC/yr,0.014497601,0.0136523,0.012279109,0.011263982,0.010360301,0.009420117,0.010979623,0.012496112,0.013803368,0.01494797,0.016412515,0.017765291,0.019103281,0.019346403,0.019817498,0.020317795,0.021231594,0.02123805,0.022204913,0.022204913,0.022265749,0.022204913,0.022204913,0.022204913,0.022265749,0.022204913
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|SO2|Solid waste and waste water,Mt SO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|BC|Off Road transportation,Mt BC/yr,0.020715155,0.019999404,0.020310024,0.020430028,0.02228536,0.024233103,0.026338426,0.026168479,0.022399167,0.019984322,0.01951629,0.023584865,0.022131525,0.02273508,0.023786295,0.025325418,0.023188274,0.022814855,0.023240792,0.022509728,0.018353682,0.021164726,0.020545814,0.019960182,0.019454073,0.018882576
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CH4|Off Road transportation,Mt CH4/yr,0.0074656075,0.007445958,0.007506247,0.0077412487,0.008330708,0.008845736,0.009067467,0.009239083,0.008775504,0.007753978,0.007959769,0.008558338,0.008221211,0.008333219,0.008434343,0.008620842,0.008183125,0.008147919,0.008389655,0.008354144,0.007100547,0.008310182,0.008293924,0.008280173,0.00828954,0.008259619
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO|Off Road transportation,Mt CO/yr,0.78352916,1.3126125,0.58292127,0.43643168,0.4781114,1.1789454,0.72191525,0.53584623,0.49505138,0.5179425,0.7420594,0.7474571,0.69115704,0.6838658,0.7228201,0.63927054,0.6480038,0.6396977,0.63842034,0.62791073,0.5317724,0.6174071,0.6124966,0.6078015,0.6048513,0.5990514
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2|Off Road transportation,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_excl_short-cycle_org_C|Off Road transportation,Mt CO2/yr,225.21872,225.83154,230.25436,237.90964,253.02405,265.44623,267.69138,277.46167,269.2082,232.1606,246.10243,255.52574,241.76985,250.20605,250.1336,253.55788,247.3752,252.6578,275.73837,274.98804,259.20984,275.93005,276.3466,277.2723,279.0961,279.60315
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_short-cycle_org_C|Off Road transportation,Mt CO2/yr,0.031901248,0.03647522,0.015947964,0.013800692,0.014566489,0.037049018,0.0708834,0.075860746,0.07237266,0.09658578,0.30143505,1.245657,1.0555844,0.913976,0.8680037,1.1498595,1.1251787,1.7303472,1.8630054,1.6444612,1.729993,1.8245795,1.8263971,1.8282387,1.8345327,1.8319919
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|N2O|Off Road transportation,Mt N2O/yr,0.032508332,0.031743478,0.03264657,0.033820253,0.036482446,0.03899588,0.04091582,0.040750664,0.037378445,0.032453995,0.03343071,0.037156194,0.03534203,0.03546172,0.035150357,0.0354171,0.034763686,0.035418365,0.03933732,0.03987721,0.030150762,0.038315695,0.038271613,0.03824012,0.03831598,0.0382121
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NH3|Off Road transportation,Mt NH3/yr,0.0025639855,0.0025332,0.0026353209,0.0027942834,0.0028679732,0.0029319287,0.0029158732,0.0030746444,0.0030968708,0.0025338286,0.0028459814,0.002863183,0.0026659998,0.0028033182,0.002699887,0.0026746066,0.0027781324,0.0028083576,0.0029775505,0.0029478916,0.002567387,0.0029103304,0.0028948325,0.002880212,0.0028735052,0.002852828
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NMVOC|Off Road transportation,Mt NMVOC/yr,0.14607984,0.15496713,0.13987456,0.13888437,0.15324011,0.17834938,0.17487521,0.1725995,0.1591925,0.14866439,0.14955698,0.16394754,0.15872328,0.15894873,0.16694182,0.17181818,0.15623185,0.15528318,0.15766072,0.15216747,0.12301968,0.14216559,0.13760148,0.1333038,0.12958238,0.12544861
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NOx|Off Road transportation,Mt NO/yr,1.0626692,1.0517634,1.0451747,1.0628337,1.1661333,1.2578042,1.2991802,1.3099562,1.2128354,1.1066831,1.0942765,1.2079997,1.1683518,1.1738459,1.2165009,1.2591934,1.1544588,1.1510742,1.1722437,1.1571058,0.9588126,1.1301875,1.1180744,1.106774,1.0990041,1.0864804
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|OC|Off Road transportation,Mt OC/yr,0.020459147,0.02042846,0.02113628,0.022461299,0.024969839,0.026760606,0.02782842,0.028113987,0.026686227,0.024682477,0.024799708,0.026838813,0.026083998,0.026077459,0.025944928,0.02598366,0.024703037,0.024625631,0.025159752,0.024816804,0.02078227,0.024209604,0.023941321,0.02369506,0.023529217,0.023265338
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|SO2|Off Road transportation,Mt SO2/yr,0.081256084,0.07845826,0.06468382,0.06360278,0.071394704,0.08333253,0.079716735,0.100699954,0.093976706,0.20177309,0.057856593,0.08747376,0.06843898,0.08104225,0.22483258,0.28263354,0.08244196,0.062550314,0.062765434,0.062453184,0.053986844,0.062286004,0.062288076,0.062321957,0.062539294,0.06246885
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|BC|Road transportation,Mt BC/yr,0.5228291,0.5072309,0.4970975,0.49522793,0.505375,0.49213085,0.48421404,0.49239904,0.48855054,0.4703876,0.4718445,0.48955435,0.51035166,0.5182785,0.52758807,0.5372442,0.53100103,0.52248645,0.51571876,0.5093329,0.41331413,0.49763763,0.49229667,0.48727408,0.483786,0.478132
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CH4|Road transportation,Mt CH4/yr,0.6835404,0.6701068,0.66588736,0.6612726,0.6603311,0.6493613,0.6546724,0.65786946,0.6927227,0.706243,0.72504544,0.75828236,0.79141915,0.8326547,0.86801803,0.9088826,0.9395027,0.96760654,1.0028124,1.0028124,0.84681547,1.0028124,1.0028124,1.0028124,1.0053427,1.0028124
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO|Road transportation,Mt CO/yr,263.47876,247.95587,237.19664,224.0711,213.87608,198.65887,191.50699,184.36218,179.88454,173.45467,171.08974,174.42038,184.43942,191.95592,193.68642,195.95715,186.70917,182.75648,179.43056,176.25076,140.94675,170.30269,167.52206,164.86275,162.73291,159.88745
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2|Road transportation,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_excl_short-cycle_org_C|Road transportation,Mt CO2/yr,4249.8706,4321.9834,4444.3804,4548.2627,4723.4673,4802.1304,4896.935,5034.6343,5067.85,5034.6587,5223.117,5294.623,5393.016,5550.226,5626.268,5788.6123,5875.198,5978.3037,6044.55,6055.8574,5455.349,5797.8022,5836.6245,5876.5664,5932.5537,5959.8354
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_short-cycle_org_C|Road transportation,Mt CO2/yr,30.454773,29.83809,34.77307,39.159958,46.94383,58.39257,74.61711,101.223175,135.50049,154.90512,170.72699,175.80394,197.24274,214.60443,226.1257,234.12737,242.03381,249.30162,266.39035,283.8778,267.33264,286.88293,287.81378,288.7642,290.4588,290.7247
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|N2O|Road transportation,Mt N2O/yr,0.20987417,0.21722126,0.2276878,0.23829523,0.25184458,0.25003222,0.26078942,0.27279964,0.28190908,0.27008402,0.28325552,0.28344962,0.2908218,0.29117993,0.29615867,0.30018264,0.30395076,0.31083968,0.31013584,0.31709146,0.24946919,0.31852838,0.31800377,0.31758508,0.31806752,0.3170601
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NH3|Road transportation,Mt NH3/yr,0.49070802,0.5190563,0.5464669,0.57092184,0.60236,0.62791806,0.6432506,0.6619553,0.67011666,0.6828089,0.7065979,0.7043216,0.7062466,0.7158511,0.7208735,0.73799026,0.7377586,0.7341298,0.73261595,0.73138237,0.59548795,0.72976756,0.7293935,0.72931427,0.7313553,0.73006105
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NMVOC|Road transportation,Mt NMVOC/yr,28.677263,28.02037,27.800182,27.327608,27.23397,26.63963,26.38385,25.981144,26.16937,25.694141,25.919027,26.610632,28.191769,29.395325,29.762386,30.941412,30.35168,29.641394,29.040232,28.469069,23.277826,27.409842,26.918646,26.451145,26.07246,25.582119
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NOx|Road transportation,Mt NO/yr,20.254936,19.907722,19.806723,19.77026,20.05438,19.864965,19.770472,19.93526,19.816463,19.134998,19.298807,19.74603,20.573029,20.924505,21.31049,21.698856,21.447533,21.105728,20.834898,20.58034,16.793406,20.117615,19.908312,19.713017,19.580772,19.362501
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|OC|Road transportation,Mt OC/yr,0.42818215,0.4146268,0.40590292,0.4025098,0.4078792,0.39497235,0.3887476,0.39418325,0.39214894,0.37940177,0.38159254,0.3954452,0.41322392,0.4230921,0.43087775,0.44170457,0.43500948,0.4265254,0.41954562,0.41294578,0.33291513,0.4008135,0.39524776,0.38999516,0.3860233,0.38037366
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|SO2|Road transportation,Mt SO2/yr,1.3493978,1.2512314,1.1605421,1.0623877,0.98036015,0.85656124,0.8275479,0.8276862,0.8139754,0.80858475,0.8043162,0.7932835,0.78432953,0.8116119,0.83023924,0.84737325,0.84455115,0.840725,0.8419348,0.8455106,0.6818802,0.85838336,0.8671713,0.8772779,0.890902,0.90093935
