year,cmip5-hist,rcp26,rcp45,rcp60,rcp85,cmip6-hist,cmip6-hist-low,cmip6-hist-high,ssp119,ssp126,ssp245,ssp370,ssp434,ssp460,ssp534,ssp585,gcb-2024,gcb-2025,cmip7-hist,scen7-h,scen7-vl
1978,-0.12802653,,,,,-0.12856047,-0.13148859,-0.12565449,,,,,,,,,-0.12240554,-0.12372273,-0.122016124,,
1979,-0.12808785,,,,,-0.12869266,-0.13168333,-0.12572236,,,,,,,,,-0.12264401,-0.123984545,-0.1223824,,
1980,-0.12823132,,,,,-0.12896518,-0.13202202,-0.12592688,,,,,,,,,-0.12297086,-0.124327846,-0.12267694,,
1981,-0.12845692,,,,,-0.12937771,-0.13250467,-0.12626688,,,,,,,,,-0.123433575,-0.1248083,-0.12289871,,
1982,-0.12868182,,,,,-0.12979026,-0.13298678,-0.1266072,,,,,,,,,-0.12372597,-0.12510666,-0.123120315,,
1983,-0.12890676,,,,,-0.13020234,-0.13346909,-0.12694736,,,,,,,,,-0.12426845,-0.12565057,-0.12334213,,
1984,-0.129132,,,,,-0.1306147,-0.1339517,-0.12728734,,,,,,,,,-0.124675006,-0.12613514,-0.12356396,,
1985,-0.12935708,,,,,-0.13102733,-0.13443418,-0.12762736,,,,,,,,,-0.12483693,-0.12647606,-0.12378597,,
1986,-0.12958209,,,,,-0.13144003,-0.13491647,-0.12796724,,,,,,,,,-0.12492797,-0.12669355,-0.12400745,,
1987,-0.12980756,,,,,-0.13185212,-0.13539872,-0.12830777,,,,,,,,,-0.12510246,-0.1269032,-0.12422912,,
1988,-0.13003233,,,,,-0.13226454,-0.13588119,-0.1286478,,,,,,,,,-0.12526722,-0.1270785,-0.12445117,,
1989,-0.13025725,,,,,-0.13267697,-0.13636345,-0.12898797,,,,,,,,,-0.12503499,-0.12685455,-0.124673165,,
1990,-0.1303725,,,,,-0.13261394,-0.13637115,-0.12885264,,,,,,,,,-0.124736,-0.1264971,-0.124620005,,
1991,-0.13037795,,,,,-0.1320757,-0.1359041,-0.12824266,,,,,,,,,-0.12397676,-0.12562598,-0.12429196,,
1992,-0.13038343,,,,,-0.13153693,-0.13543671,-0.12763232,,,,,,,,,-0.12294363,-0.12467022,-0.123964556,,
1993,-0.1303886,,,,,-0.1309987,-0.13496909,-0.12702163,,,,,,,,,-0.12249975,-0.124342576,-0.12363663,,
1994,-0.13039388,,,,,-0.13046011,-0.1345022,-0.12641138,,,,,,,,,-0.12203021,-0.12392177,-0.123308815,,
1995,-0.13039964,,,,,-0.12992218,-0.13403495,-0.12580127,,,,,,,,,-0.121346205,-0.1232876,-0.1229811,,
1996,-0.13040498,,,,,-0.12938362,-0.13356793,-0.12519032,,,,,,,,,-0.12114458,-0.12307865,-0.12265328,,
1997,-0.13040993,,,,,-0.12884504,-0.1331006,-0.12458001,,,,,,,,,-0.121294744,-0.12323703,-0.1223253,,
1998,-0.13041516,,,,,-0.1283065,-0.13263346,-0.12396984,,,,,,,,,-0.12127846,-0.12328087,-0.12199789,,
1999,-0.13042064,,,,,-0.12776834,-0.13216618,-0.12335922,,,,,,,,,-0.12137663,-0.1234608,-0.12167039,,
2000,-0.1302516,,,,,-0.12717158,-0.1315982,-0.122722596,,,,,,,,,-0.12138242,-0.12347094,-0.12111139,,
2001,-0.12990895,,,,,-0.12606154,-0.13051198,-0.12159039,,,,,,,,,-0.120610215,-0.12264583,-0.120322675,,
2002,-0.12956594,,,,,-0.12450708,-0.12899935,-0.12000705,,,,,,,,,-0.119305305,-0.12160091,-0.11953381,,
2003,-0.12922318,,,,,-0.123319745,-0.12782425,-0.11880537,,,,,,,,,-0.11825956,-0.12112843,-0.11874496,,
2004,-0.12887995,,,,,-0.1211419,-0.1256622,-0.11661374,,,,,,,,,-0.11781118,-0.121224016,-0.11795605,,
2005,,-0.12898788,-0.12745637,-0.12892422,-0.1287672,-0.11866298,-0.123203926,-0.11410676,,,,,,,,,-0.117417164,-0.121373825,-0.117167234,,
2006,,-0.12954763,-0.12495296,-0.12935787,-0.12888628,-0.1173983,-0.12195056,-0.112818696,,,,,,,,,-0.11636407,-0.11945625,-0.11637858,,
2007,,-0.13010763,-0.122450136,-0.12979107,-0.129005,-0.11699054,-0.121545225,-0.1124135,,,,,,,,,-0.11526188,-0.117425315,-0.11558965,,
2008,,-0.13066761,-0.119946875,-0.1302243,-0.12912409,-0.11690188,-0.12145535,-0.1123261,,,,,,,,,-0.114626445,-0.117220744,-0.11480072,,
2009,,-0.13122754,-0.11744385,-0.13065737,-0.12924305,-0.11499732,-0.11956701,-0.110401236,,,,,,,,,-0.11399633,-0.11706404,-0.11401169,,
2010,,-0.13174014,-0.11507104,-0.13046633,-0.12936042,-0.11307887,-0.11766674,-0.10846329,,,,,,,,,-0.113112085,-0.11665184,-0.113453954,,
2011,,-0.1322059,-0.112829894,-0.12965019,-0.12947676,-0.11340229,-0.11798566,-0.1087889,,,,,,,,,-0.112002365,-0.11507297,-0.113126926,,
2012,,-0.13267149,-0.110588595,-0.12883414,-0.12959233,-0.112463295,-0.11701077,-0.10780656,,,,,,,,,-0.11117446,-0.11355752,-0.11280009,,
2013,,-0.13313732,-0.10834751,-0.12801813,-0.12970868,-0.111477666,-0.1159979,-0.10678416,,,,,,,,,-0.11125293,-0.113545276,-0.11247297,,
2014,,-0.13360296,-0.10610602,-0.12720218,-0.12982449,-0.111153975,-0.11568341,-0.106470674,,,,,,,,,-0.11121637,-0.113448955,-0.11214596,,
2015,,-0.13397442,-0.10386472,-0.12638624,-0.1299407,,,,-0.11000538,-0.11000882,-0.11061817,-0.110404834,-0.1113147,-0.1113147,-0.1104822,-0.110330485,-0.11085344,-0.11309692,-0.11181882,,
2016,,-0.13425153,-0.10162292,-0.12557031,-0.13005646,,,,-0.10939092,-0.1094013,-0.11121716,-0.11059606,-0.11328601,-0.11328601,-0.110837586,-0.110388674,-0.110889666,-0.1132163,-0.11149182,,
2017,,-0.13452876,-0.09938194,-0.12475483,-0.13017258,,,,-0.10877796,-0.108795084,-0.11180395,-0.11078471,-0.115236804,-0.115236804,-0.11122753,-0.11047912,-0.11082958,-0.11325583,-0.11116487,,
2018,,-0.1348058,-0.09714046,-0.12393845,-0.13028853,,,,-0.108168654,-0.10819265,-0.11239102,-0.110964954,-0.11723859,-0.11723859,-0.1116409,-0.11060139,-0.110634394,-0.11313628,-0.11083775,,
2019,,-0.13508265,-0.09489928,-0.12312224,-0.13040453,,,,-0.10756186,-0.10759269,-0.11296508,-0.111138694,-0.11925642,-0.11925642,-0.112058386,-0.11074814,-0.1104542,-0.11307328,-0.110510774,,
2020,,-0.13548096,-0.09312449,-0.12272532,-0.13056253,,,,-0.106904656,-0.10692488,-0.113449864,-0.111303136,-0.11984689,-0.120366976,-0.11229563,-0.11091195,-0.1104426,-0.113062076,-0.11038695,,
2021,,-0.13599998,-0.09181689,-0.122746386,-0.13076314,,,,-0.10621726,-0.10621191,-0.11386009,-0.11146266,-0.11905579,-0.12060909,-0.112354025,-0.11107924,-0.11057788,-0.113165714,-0.110466346,,
2022,,-0.13651909,-0.09050843,-0.12276758,-0.13096395,,,,-0.10557309,-0.10554708,-0.114270195,-0.11162479,-0.11829427,-0.12086269,-0.1124206,-0.11124584,-0.11062712,-0.11324527,-0.110545896,-0.11054551,-0.11054551
2023,,-0.1370381,-0.08920061,-0.12278894,-0.13116437,,,,-0.104945794,-0.1049052,-0.11467824,-0.11179656,-0.117513284,-0.12111237,-0.11247853,-0.111400194,-0.11065077,-0.11330931,-0.110625304,-0.11062511,-0.11062511
2024,,-0.13755707,-0.08789238,-0.12281027,-0.13136466,,,,-0.104321554,-0.10426878,-0.115098715,-0.11197875,-0.11673608,-0.12138584,-0.11257728,-0.11156228,,-0.11341563,,-0.1104511,-0.11070763
2025,,-0.13880455,-0.08658447,-0.12283194,-0.13156523,,,,-0.103567936,-0.10354554,-0.11552312,-0.11180228,-0.11586836,-0.121677205,-0.1127304,-0.1117921,,,,-0.11069786,-0.11058145
2026,,-0.14078087,-0.08527619,-0.122853495,-0.13176559,,,,-0.10268053,-0.10273438,-0.1159431,-0.11127563,-0.11489758,-0.12198677,-0.11289017,-0.11206891,,,,-0.111619465,-0.110243596
2027,,-0.14275698,-0.083968244,-0.12287508,-0.1319661,,,,-0.101789296,-0.10192498,-0.11637057,-0.110777654,-0.11395581,-0.12233385,-0.1130574,-0.11233836,,,,-0.11254195,-0.10990554
2028,,-0.14473335,-0.082660176,-0.12289597,-0.13216649,,,,-0.10089756,-0.101118594,-0.11680232,-0.11030781,-0.11298352,-0.12267008,-0.113232754,-0.11259532,,,,-0.113465354,-0.10956776
2029,,-0.14670956,-0.08135245,-0.12291728,-0.13236704,,,,-0.10001252,-0.10031946,-0.11723356,-0.10985122,-0.111983836,-0.12297738,-0.11340474,-0.112831265,,,,-0.11438982,-0.10922914
2030,,-0.1481785,-0.08044807,-0.12306977,-0.13260031,,,,-0.09909545,-0.099600084,-0.11747257,-0.10938549,-0.111064255,-0.12324086,-0.11324078,-0.1128065,,,,-0.11515454,-0.10905984
2031,,-0.14914028,-0.079947405,-0.12335281,-0.13286686,,,,-0.09814445,-0.09894823,-0.1175196,-0.10883297,-0.110239334,-0.12347381,-0.11274793,-0.11254159,,,,-0.11576035,-0.1090581
2032,,-0.15010229,-0.07944669,-0.12363559,-0.13313329,,,,-0.097289935,-0.0982897,-0.117562085,-0.10823108,-0.109455355,-0.12377269,-0.11225616,-0.11227866,,,,-0.11636436,-0.10905581
2033,,-0.15106408,-0.0789458,-0.12391827,-0.1333999,,,,-0.09652821,-0.09762848,-0.117599435,-0.10766808,-0.10858201,-0.12409915,-0.111771084,-0.11201937,,,,-0.11696775,-0.10905264
2034,,-0.15202616,-0.07844527,-0.12420125,-0.13366634,,,,-0.09579751,-0.09697134,-0.11763873,-0.10711832,-0.10767565,-0.124351814,-0.11129097,-0.11176128,,,,-0.11756968,-0.1090475
2035,,-0.15246584,-0.077944666,-0.12448394,-0.1339327,,,,-0.09566745,-0.09652916,-0.1176837,-0.106316715,-0.10681423,-0.12452899,-0.1108172,-0.11150693,,,,-0.11813335,-0.10916014
2036,,-0.1523834,-0.07744377,-0.12476659,-0.13419919,,,,-0.096097164,-0.096293785,-0.1177332,-0.105248794,-0.105939485,-0.124661274,-0.110353135,-0.11125913,,,,-0.11865699,-0.109388836
2037,,-0.15230098,-0.07694321,-0.12504941,-0.13446613,,,,-0.09652299,-0.09605606,-0.11775935,-0.10411273,-0.105062194,-0.124807954,-0.109891675,-0.11101313,,,,-0.11918049,-0.10961439
2038,,-0.15221843,-0.07644236,-0.12533224,-0.13473254,,,,-0.096982524,-0.095829844,-0.11777164,-0.10290654,-0.1041316,-0.12494128,-0.10943291,-0.11076767,,,,-0.1197034,-0.10983622
2039,,-0.1521357,-0.075941585,-0.12561502,-0.13499878,,,,-0.097475804,-0.09562276,-0.117785744,-0.101683,-0.10313932,-0.125032,-0.108975835,-0.11052332,,,,-0.12022895,-0.110054106
2040,,-0.15199414,-0.075577095,-0.12589912,-0.1351521,,,,-0.0976751,-0.09537942,-0.1176739,-0.10076326,-0.102149114,-0.12504038,-0.10862879,-0.11043468,,,,-0.1207969,-0.11006805
2041,,-0.15179348,-0.07534899,-0.12618473,-0.13519353,,,,-0.09757406,-0.09509224,-0.117434,-0.10014782,-0.101254605,-0.12490643,-0.10839463,-0.11050379,,,,-0.121402934,-0.10987828
2042,,-0.15159282,-0.07512118,-0.12646998,-0.1352347,,,,-0.09746931,-0.09480142,-0.11719499,-0.09952805,-0.10039732,-0.124750026,-0.10816251,-0.110575944,,,,-0.1220058,-0.10968732
2043,,-0.1513924,-0.07489331,-0.12675549,-0.13527577,,,,-0.09736061,-0.09450622,-0.11696309,-0.09889731,-0.099548906,-0.12468608,-0.10793171,-0.11064858,,,,-0.1226089,-0.1094943
2044,,-0.15119173,-0.074665174,-0.12704088,-0.1353167,,,,-0.09725166,-0.09420826,-0.116734855,-0.098259136,-0.09874933,-0.124641724,-0.10770151,-0.11072155,,,,-0.123211086,-0.10929942
2045,,-0.15091088,-0.07443694,-0.1273262,-0.13535814,,,,-0.09714263,-0.09393628,-0.11650999,-0.09731173,-0.09792762,-0.124365024,-0.10746657,-0.11079339,,,,-0.12411331,-0.10895991
2046,,-0.15054962,-0.07420906,-0.12761185,-0.1353995,,,,-0.097030796,-0.09369077,-0.116301164,-0.09605499,-0.097100854,-0.12391736,-0.10722545,-0.11085946,,,,-0.12531595,-0.10847716
2047,,-0.15018874,-0.073980816,-0.12789682,-0.13544062,,,,-0.09691845,-0.09344605,-0.11613353,-0.09476684,-0.09629218,-0.123486124,-0.10698387,-0.110920206,,,,-0.12651904,-0.10799328
2048,,-0.14982738,-0.0737528,-0.12818243,-0.1354817,,,,-0.09677099,-0.09316661,-0.115983896,-0.09343125,-0.09546462,-0.12303675,-0.10674634,-0.11099595,,,,-0.12772018,-0.10750925
2049,,-0.14946638,-0.073524706,-0.12846786,-0.13552296,,,,-0.09658495,-0.09284819,-0.115835294,-0.09207461,-0.09465338,-0.1226006,-0.10650719,-0.111099936,,,,-0.12891875,-0.10702637
2050,,-0.14929001,-0.073297895,-0.12880123,-0.13564189,,,,-0.096407235,-0.09245102,-0.11565399,-0.091131076,-0.094587594,-0.12246077,-0.108545646,-0.111241266,,,,-0.1303007,-0.10667006
2051,,-0.14929786,-0.073072374,-0.12918216,-0.13583893,,,,-0.09624026,-0.09197793,-0.11538894,-0.09060192,-0.09519645,-0.12260947,-0.11288191,-0.11140717,,,,-0.13186698,-0.10643852
2052,,-0.14930607,-0.07284677,-0.12956329,-0.13603555,,,,-0.096079886,-0.09151022,-0.11509988,-0.0900443,-0.09582712,-0.1227652,-0.11721889,-0.11157329,,,,-0.13343348,-0.10620675
2053,,-0.14931402,-0.07262108,-0.12994486,-0.13623229,,,,-0.09592242,-0.091044925,-0.11481616,-0.08945504,-0.09646542,-0.122916415,-0.12153112,-0.1117405,,,,-0.13499886,-0.10597483
2054,,-0.14932168,-0.072395444,-0.13032547,-0.13642903,,,,-0.095747136,-0.09056383,-0.11458298,-0.08882736,-0.097135104,-0.12303793,-0.12579343,-0.11190793,,,,-0.136562,-0.10574329
2055,,-0.14988722,-0.07216986,-0.13070676,-0.13662587,,,,-0.09561179,-0.090204485,-0.11442913,-0.088471055,-0.09789147,-0.12298599,-0.13000323,-0.112074636,,,,-0.13777974,-0.10544049
2056,,-0.15100932,-0.07194427,-0.13108788,-0.1368234,,,,-0.09553066,-0.08998068,-0.11422002,-0.088409446,-0.09865535,-0.12278692,-0.13423012,-0.112239525,,,,-0.138645,-0.10506665
2057,,-0.15213189,-0.071718775,-0.13146868,-0.13701999,,,,-0.09545117,-0.08976154,-0.113954104,-0.088324755,-0.09938509,-0.12256075,-0.13851613,-0.11240042,,,,-0.1395006,-0.10469238
2058,,-0.1532542,-0.0714929,-0.13184988,-0.13721694,,,,-0.095374465,-0.08955056,-0.11371697,-0.08820876,-0.100088514,-0.12230428,-0.14286323,-0.11255987,,,,-0.14035395,-0.10431774
2059,,-0.15437675,-0.07126721,-0.1322308,-0.13741362,,,,-0.09529718,-0.08934231,-0.11349434,-0.08805893,-0.10078249,-0.12200504,-0.14724159,-0.112718426,,,,-0.14120406,-0.103942014
2060,,-0.15520911,-0.0709929,-0.13271818,-0.1376081,,,,-0.095067605,-0.089328006,-0.11324879,-0.08770759,-0.10161022,-0.121570155,-0.14991142,-0.11276871,,,,-0.14178869,-0.10339913
2061,,-0.15575257,-0.07066886,-0.13331234,-0.13779914,,,,-0.0946918,-0.08951287,-0.11298301,-0.08717326,-0.102554515,-0.121027224,-0.150854,-0.11271131,,,,-0.14209992,-0.10268692
2062,,-0.15629588,-0.0703452,-0.13390656,-0.13799062,,,,-0.09432481,-0.089703575,-0.11271979,-0.08665054,-0.10347755,-0.12046463,-0.15174976,-0.11265399,,,,-0.14239465,-0.10197456
2063,,-0.15683907,-0.07002141,-0.13450053,-0.13818157,,,,-0.09396521,-0.08990016,-0.112437576,-0.086129546,-0.10434869,-0.11987324,-0.15264139,-0.11259674,,,,-0.14267834,-0.10126272
2064,,-0.15738225,-0.06969746,-0.13509506,-0.13837379,,,,-0.09360294,-0.090100825,-0.112154596,-0.0856028,-0.10516011,-0.11933882,-0.15355898,-0.11253936,,,,-0.14295687,-0.10055252
2065,,-0.15780109,-0.06937394,-0.13568877,-0.13856447,,,,-0.09335727,-0.09031957,-0.11188202,-0.08545081,-0.106134936,-0.11876852,-0.15449011,-0.11248234,,,,-0.14317031,-0.0998431
2066,,-0.1580951,-0.06905019,-0.13628288,-0.13875623,,,,-0.093251854,-0.09057383,-0.11159162,-0.08567204,-0.10726191,-0.11814601,-0.15544066,-0.11242506,,,,-0.14332004,-0.09913408
2067,,-0.158389,-0.06872641,-0.13687721,-0.13894746,,,,-0.09316391,-0.09085099,-0.111268796,-0.08588634,-0.10836725,-0.11755933,-0.1564043,-0.112368636,,,,-0.14346863,-0.09842569
2068,,-0.15868276,-0.068402715,-0.13747108,-0.13913877,,,,-0.093078785,-0.09113478,-0.11096458,-0.08609453,-0.10944123,-0.11692902,-0.15723683,-0.112312034,,,,-0.14361805,-0.097718075
2069,,-0.15897687,-0.06807884,-0.13806549,-0.13933028,,,,-0.093002476,-0.09142669,-0.11067934,-0.08628392,-0.1105186,-0.116262555,-0.15787317,-0.11225472,,,,-0.14376874,-0.09700978
2070,,-0.15906344,-0.06770351,-0.13865636,-0.13950604,,,,-0.09312371,-0.09198549,-0.11037296,-0.08642994,-0.11156219,-0.11552143,-0.15805228,-0.11217506,,,,-0.1438465,-0.096375175
2071,,-0.15894224,-0.067277044,-0.13924442,-0.13966739,,,,-0.093422934,-0.092803605,-0.11006206,-0.08655471,-0.11247651,-0.11477353,-0.15783344,-0.11207354,,,,-0.14384992,-0.09581414
2072,,-0.15882158,-0.06685059,-0.13983254,-0.13982819,,,,-0.0937025,-0.09361677,-0.109752275,-0.08668421,-0.11328561,-0.11404435,-0.15761556,-0.11197216,,,,-0.14385195,-0.095252916
2073,,-0.15870048,-0.06642403,-0.14042081,-0.13998932,,,,-0.09399469,-0.094427675,-0.10944225,-0.08680874,-0.11405799,-0.11330248,-0.1573968,-0.11187064,,,,-0.14385279,-0.09469133
2074,,-0.15857956,-0.06599742,-0.14100927,-0.14015073,,,,-0.094328105,-0.09510413,-0.10913095,-0.08690329,-0.11486247,-0.11260659,-0.15717869,-0.11176956,,,,-0.14385387,-0.094129056
2075,,-0.15843613,-0.06557098,-0.14159709,-0.14031132,,,,-0.094680846,-0.095893554,-0.10881886,-0.086980954,-0.11562189,-0.11185578,-0.15696026,-0.11166824,,,,-0.14384493,-0.09356597
2076,,-0.15826914,-0.065144375,-0.14218521,-0.14047256,,,,-0.0950309,-0.096952066,-0.10850399,-0.08706776,-0.11629669,-0.111004435,-0.15674278,-0.111567035,,,,-0.1438264,-0.09300306
2077,,-0.15810245,-0.06471791,-0.14277394,-0.14063303,,,,-0.09538338,-0.09803291,-0.10819084,-0.08714766,-0.11696458,-0.11010623,-0.15652558,-0.11146597,,,,-0.14380798,-0.09243998
2078,,-0.15793557,-0.064291365,-0.14336194,-0.1407941,,,,-0.095737174,-0.09910999,-0.10787367,-0.087202765,-0.117597856,-0.109252006,-0.15630879,-0.11136492,,,,-0.14378902,-0.09187683
2079,,-0.15776867,-0.06386476,-0.14395037,-0.14095557,,,,-0.09608348,-0.10017736,-0.107546985,-0.08723843,-0.11816322,-0.1084417,-0.1560911,-0.11126359,,,,-0.1437699,-0.09131346
2080,,-0.15796591,-0.063511685,-0.14435421,-0.14113696,,,,-0.09643847,-0.10103013,-0.10715414,-0.08730447,-0.11867348,-0.10753258,-0.1559715,-0.1111394,,,,-0.1437513,-0.0908138
2081,,-0.15852733,-0.063232005,-0.1445742,-0.14133923,,,,-0.096805096,-0.101678014,-0.106696196,-0.087400906,-0.11918532,-0.10652708,-0.15595686,-0.11099504,,,,-0.14373426,-0.09037663
2082,,-0.15908884,-0.062952116,-0.14479367,-0.14154142,,,,-0.09716274,-0.10231082,-0.10623511,-0.087509796,-0.11971853,-0.10549163,-0.1559464,-0.110908866,,,,-0.14371696,-0.08993962
2083,,-0.15964997,-0.06267263,-0.14501354,-0.14174375,,,,-0.097517475,-0.10292172,-0.10577139,-0.08763073,-0.12022194,-0.10446426,-0.15593673,-0.11087059,,,,-0.14369929,-0.089502335
2084,,-0.1602115,-0.062392842,-0.14523335,-0.14194553,,,,-0.09788012,-0.10354083,-0.105307415,-0.08774539,-0.120698296,-0.10349141,-0.1559229,-0.110801704,,,,-0.1436805,-0.08906502
2085,,-0.16076615,-0.062113144,-0.14545302,-0.14214817,,,,-0.09812612,-0.104057305,-0.10484438,-0.08794528,-0.121047914,-0.1024807,-0.155856,-0.110721365,,,,-0.14356522,-0.0886279
2086,,-0.16131434,-0.061833598,-0.14567266,-0.14235057,,,,-0.09825206,-0.1044645,-0.10437903,-0.08823597,-0.1212345,-0.101458944,-0.15577956,-0.110635385,,,,-0.14335337,-0.08819023
2087,,-0.16186245,-0.061553977,-0.1458924,-0.1425528,,,,-0.098381735,-0.10488051,-0.10391075,-0.08852722,-0.121386446,-0.1005062,-0.15575814,-0.110526696,,,,-0.14314246,-0.08775214
2088,,-0.1624105,-0.061274342,-0.14611228,-0.14275403,,,,-0.0985193,-0.10530104,-0.10344302,-0.08881691,-0.121540576,-0.099577054,-0.15575825,-0.11041707,,,,-0.14293094,-0.0873143
2089,,-0.16295844,-0.060994625,-0.14633225,-0.14295675,,,,-0.09866557,-0.10572743,-0.10297992,-0.089099735,-0.12163945,-0.098655,-0.15576898,-0.110313274,,,,-0.1427198,-0.08687546
2090,,-0.16344912,-0.060715266,-0.14676654,-0.14314097,,,,-0.09888782,-0.10585231,-0.10254572,-0.089267865,-0.1214478,-0.097703755,-0.15577886,-0.11012277,,,,-0.14252162,-0.086297415
2091,,-0.16388187,-0.060435575,-0.14741512,-0.14330693,,,,-0.09918794,-0.105687946,-0.102143966,-0.08932726,-0.121043414,-0.09673633,-0.15578155,-0.10985385,,,,-0.14233701,-0.08557994
2092,,-0.16431442,-0.060156062,-0.14806315,-0.1434727,,,,-0.09949566,-0.105543315,-0.1017446,-0.08938907,-0.120629266,-0.095765755,-0.15578462,-0.1095758,,,,-0.14215103,-0.08486236
2093,,-0.16474724,-0.059876572,-0.1487118,-0.14363904,,,,-0.099807024,-0.105401546,-0.10134436,-0.08945354,-0.120224014,-0.09477974,-0.15579037,-0.10927603,,,,-0.14196555,-0.08414478
2094,,-0.16517997,-0.059597127,-0.14936037,-0.14380476,,,,-0.100125395,-0.10526802,-0.10094786,-0.089520074,-0.11989429,-0.09378522,-0.1557971,-0.10897578,,,,-0.14178108,-0.083427265
2095,,-0.1654938,-0.059317566,-0.15000904,-0.14397073,,,,-0.10025794,-0.10483232,-0.10055156,-0.08979969,-0.119555645,-0.09286015,-0.15580414,-0.1086872,,,,-0.14162944,-0.08270981
2096,,-0.1656892,-0.05903809,-0.15065685,-0.14413694,,,,-0.10020408,-0.10408746,-0.10015077,-0.09029693,-0.11918677,-0.09202281,-0.1558112,-0.108404726,,,,-0.14151146,-0.08199206
2097,,-0.16588455,-0.05875859,-0.1513058,-0.14430295,,,,-0.10016078,-0.10335002,-0.099747784,-0.09080245,-0.11882444,-0.09123016,-0.1558187,-0.10812193,,,,-0.14139359,-0.0812743
2098,,-0.16607958,-0.05847893,-0.15195456,-0.14446855,,,,-0.1001236,-0.10262636,-0.099346265,-0.091309525,-0.11846622,-0.090440646,-0.15582578,-0.10783872,,,,-0.14127666,-0.08055679
2099,,-0.16627498,-0.058199514,-0.15260273,-0.14463499,,,,-0.10008698,-0.10190939,-0.09894414,-0.09181813,-0.11811871,-0.08965255,-0.15583013,-0.10756241,,,,-0.14116131,-0.079839475
